"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1686062984005632011","https://twitter.com/Plan_Sys/status/1686062984005632011","Join PSI and our incredible co-sponsors: TechWerks, MicroHealth, The Green Technology Group, LLC, and ALQIMI, for a night of celebration, networking, and fun!

👉 To secure your spot, visit us at Booth 307 during the DHITS conference for more information and RSVP details. https://t.co/jTCoi80rSh","2023-07-31 17:15 +0000","5.0","2.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1683909957228298273","https://twitter.com/Plan_Sys/status/1683909957228298273","#DidYouKnow? PSI provides a firsthand experience with some of our projects to fellows and interns through the Hiring Our Heroes Program. Want to learn more about HOH and PSI? Click here: https://t.co/GWdKe5PJc0

#NationalHireAVeteranDay
#TeamPSI
#Veterans https://t.co/9S1FukRva3","2023-07-25 18:39 +0000","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1683473744012902405","https://twitter.com/Plan_Sys/status/1683473744012902405","DHITS 2023 is just around the corner and PSI is bringing new and innovative capabilities and solutions to showcase!

Our theme for this year is…

“Transforming Healthcare Today for the Military of Tomorrow”

#PSIDHITS2023
#TransformHealthPSI
#DefenseHealthPSI
#WeArePSI https://t.co/bAWYNLbC9P","2023-07-24 13:46 +0000","70.0","6.0","0.08571428571428572","0.0","0.0","0.0","4.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1682395073684676609","https://twitter.com/Plan_Sys/status/1682395073684676609","#FlashbackFriday To DHITS 2022 in Orlando!

We learned so much from great DHA speakers and had a blast networking and reconnecting with key customers, industry partners, colleagues, and friends.

Can’t wait to see you at DHITS 2023 in New Orleans!
#PSIDHITS2023 #WeArePSI #DHITS https://t.co/YMqMVskFlC","2023-07-21 14:20 +0000","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1681335880563269641","https://twitter.com/Plan_Sys/status/1681335880563269641","DHITS (Defense Health Information Technology Symposium) brings together healthcare leaders and IT professionals to discuss the latest advancements in technology for the defense health community.

Network with industry experts. Join us as we shape the future of healthcare together https://t.co/U4NCG6mHyt","2023-07-18 16:11 +0000","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","2","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1680995366794153986","https://twitter.com/Plan_Sys/status/1680995366794153986","📢 We're thrilled to announce that PSI will be at DHITS 2023 in New Orleans! 🎉

Join us next month as we showcase our cutting-edge solutions that power Defense Health IT! Stay tuned for updates, engaging demos, and exciting opportunities to connect. See you there! #PSIDHITS23 https://t.co/0EuFfhyhgn","2023-07-17 17:38 +0000","27.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
